0;0;13;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;19;5;0;7
0;18;0;0;8;0;3;0;1;0;0;0;0;0;0;0;19;0;0;0;0;0;7;0;8;0;0;0;18;0;8;0
0;0;0;0;0;0;0;4;0;0;0;0;0;1;2;8;0;0;15;0;0;0;0;15;0;0;0;0;0;0;0;0
0;3;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;20;0;0;0;0
4;0;0;11;18;6;0;19;9;0;0;0;0;0;0;0;0;0;0;21;0;0;0;0;12;0;0;18;0;0;15;0
0;0;0;11;0;0;0;0;15;0;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;0;18
0;21;18;0;15;7;0;4;12;6;0;2;0;23;8;0;0;0;0;6;0;0;14;0;9;0;8;0;0;0;0;15
0;0;0;0;0;0;0;0;6;9;22;0;0;1;0;0;13;15;9;15;0;0;0;19;0;0;6;0;19;0;0;0
0;14;6;0;13;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;5;0;0;0;0;0;0;0
18;12;0;6;19;0;0;8;6;0;9;4;0;0;0;0;10;4;0;9;0;0;0;9;13;3;0;0;0;5;0;3
0;0;7;11;0;0;0;0;1;0;0;3;0;8;0;0;0;0;0;0;0;18;0;0;0;13;17;0;0;0;0;0
0;13;0;13;0;19;0;13;0;0;0;2;0;0;0;0;0;0;23;0;0;0;0;0;0;0;19;0;0;0;0;11
5;1;18;0;10;0;20;0;0;0;0;0;0;10;0;3;0;17;2;0;0;1;0;0;0;0;0;13;0;18;0;0
0;19;0;0;0;0;8;0;0;3;0;0;0;0;18;0;0;7;0;0;0;8;20;0;19;0;9;0;0;19;10;0
0;0;0;0;0;17;0;0;6;0;0;0;0;0;0;0;21;0;0;5;0;0;0;0;13;0;0;7;0;0;0;0
11;0;0;0;0;0;0;0;0;0;3;0;20;20;0;0;0;0;5;0;11;7;0;0;0;0;0;0;1;3;0;0
0;0;0;15;0;0;0;12;0;0;0;0;0;5;0;0;0;0;0;11;1;0;11;0;0;0;0;0;6;0;0;0
0;0;0;7;5;0;0;0;16;10;0;0;0;0;0;9;0;3;14;13;0;11;0;14;0;0;10;0;0;0;1;0
18;0;0;21;0;0;1;19;0;0;0;15;0;0;0;0;0;0;0;21;0;0;0;0;13;0;0;12;0;0;0;0
0;7;14;0;0;0;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;4;0;0;0;0;3;0
0;0;0;0;11;0;11;0;19;0;0;7;0;0;0;4;6;0;0;0;5;0;0;0;0;0;0;0;0;0;4;2
0;15;8;0;0;0;12;0;0;0;0;4;0;0;4;0;0;0;0;14;0;0;0;0;20;18;0;10;0;0;0;0
15;0;7;3;13;0;13;0;0;0;11;0;0;0;14;0;12;23;0;0;0;0;0;13;0;0;0;0;0;3;0;2
0;2;0;0;0;0;0;17;0;15;0;19;0;0;0;0;0;0;0;0;0;5;0;0;8;0;0;0;0;14;1;0
0;0;0;0;14;0;0;0;0;19;0;0;0;0;0;15;8;1;0;0;19;0;8;9;0;0;0;11;0;11;12;21
0;11;0;0;7;0;0;0;0;0;0;0;3;0;0;0;13;13;0;0;0;0;0;0;13;0;0;0;0;0;0;0
0;0;0;0;0;0;0;0;0;11;3;0;11;0;5;0;3;0;4;0;0;0;3;0;0;2;20;2;1;0;0;0
12;0;1;0;15;0;2;21;19;0;0;0;0;0;19;0;0;0;15;5;3;15;0;8;0;3;0;0;0;0;0;14
0;9;0;0;0;8;13;15;0;0;0;0;15;0;0;0;0;14;0;0;1;0;0;0;4;0;0;1;0;1;0;0
2;0;3;0;0;5;0;0;0;0;0;15;4;9;0;0;0;0;0;0;0;2;0;0;0;6;0;0;0;0;0;0
0;0;0;14;0;0;4;0;0;0;0;0;0;0;0;0;0;12;0;0;0;3;20;0;0;0;9;0;0;0;0;0
19;0;0;0;0;0;0;6;0;0;0;1;0;0;13;0;0;0;3;0;0;0;0;0;0;0;0;0;0;14;5;19
0;0;0;0;0;0;11;0;7;0;0;0;22;15;0;0;0;0;0;0;12;0;3;0;5;0;0;0;11;5;20;0
0;0;0;0;0;0;8;0;0;9;0;0;19;0;17;0;0;0;0;0;0;8;0;0;0;0;17;0;0;11;0;0
0;0;0;0;0;0;12;0;0;0;0;3;0;0;0;6;3;0;0;0;16;17;0;20;0;0;11;0;0;0;0;7
0;0;0;0;0;0;27;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;0;0;0;21;0;13;0;17;0;14;0;0;15;0;0;0;0;0;18;0;0;0;0;0;0;0;5;0;0
0;0;0;15;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;18;0;2;0;15
0;0;0;3;20;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;17;0;0;0;0
0;0;0;0;12;0;21;0;0;0;0;4;21;0;0;19;3;0;0;13;15;0;0;1;7;0;4;15;0;0;0;0
0;0;2;2;0;0;3;0;1;12;19;0;16;1;0;0;14;0;0;15;0;0;16;0;15;0;0;0;0;0;0;0
1;0;0;0;0;0;0;22;0;0;10;18;0;0;9;0;0;0;5;0;8;0;0;15;0;0;0;0;0;0;0;0
0;0;0;0;16;12;1;0;7;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;15;0;0;0;0;11;0;0
0;1;0;0;0;9;0;0;0;0;0;4;0;5;0;0;0;8;0;0;0;0;0;0;7;0;0;2;0;12;0;0
0;1;0;27;0;0;0;0;0;3;4;0;0;13;0;0;0;0;9;0;14;12;5;4;12;0;5;0;0;0;0;0
0;0;8;0;0;5;0;0;0;0;0;0;0;0;21;0;3;0;19;0;0;0;6;0;0;1;6;0;0;0;0;0
7;0;0;0;0;12;0;0;0;0;19;0;1;11;1;0;0;0;0;0;3;5;0;5;0;0;0;0;15;1;13;4
13;0;3;0;0;0;12;0;0;11;0;10;1;10;0;0;0;0;0;0;0;0;0;19;0;5;0;0;1;0;21;0
2;0;0;5;0;0;2;0;0;8;0;1;0;15;3;0;0;9;0;7;0;17;0;0;0;0;0;4;0;13;0;21
