420;1485;1625;2080;1857;1484;837;548;0;0;15;2;160;225;281;949;84;1597;558;1976;1599;76;196;0;2435;1983;11;0;2000;0;2082;1612;0.10;0.00;1.01;-0.03;0.00;0.07;-0.00;-0.10;-1.55
414;421;1609;2094;1865;1487;839;575;6;0;14;6;175;221;294;948;94;1604;549;1991;1601;95;204;0;2427;1988;6;0;2005;0;2108;1616;0.10;0.00;1.01;-0.04;0.03;0.07;-0.00;-0.10;-1.55
423;1501;1616;2095;1873;1478;838;560;0;7;16;3;175;221;294;948;80;1604;554;1996;1596;97;202;0;2427;1988;6;0;1992;7;2095;1631;0.10;0.00;1.01;-0.04;0.03;0.07;-0.00;-0.10;-1.55
423;1501;1616;2095;1873;1478;838;560;0;7;16;3;175;221;294;948;80;1604;554;1996;1596;97;202;0;2427;1988;6;0;1992;7;2095;1631;0.10;0.00;1.01;-0.04;0.03;0.07;-0.00;-0.10;-1.55
433;1502;1628;2087;1886;1484;843;555;0;14;22;5;166;226;298;962;92;1610;551;1992;1600;115;202;0;2420;2009;0;0;2019;0;2121;1629;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
443;1513;1664;2103;1879;1505;854;588;0;0;22;7;169;225;308;959;95;1613;552;2006;1610;100;206;0;2420;2009;0;0;2019;0;2121;1629;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
443;1513;1664;2103;1879;1505;854;588;0;0;22;7;169;225;308;959;95;1613;552;2006;1610;100;206;0;2420;2009;0;0;2019;0;2121;1629;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
443;1531;1663;2096;1888;1507;846;560;0;0;29;7;176;225;306;968;82;1624;552;2004;1622;99;208;0;2425;2013;0;1;2023;0;2110;1645;0.10;0.00;1.01;-0.03;0.01;0.03;-0.00;-0.10;-1.55
443;1531;1663;2096;1888;1507;846;560;0;0;29;7;176;225;306;968;82;1624;552;2004;1622;99;208;0;2425;2013;0;1;2023;0;2110;1645;0.10;0.00;1.01;-0.03;0.01;0.03;-0.00;-0.10;-1.55
444;1539;1641;2114;1868;1498;853;562;0;11;28;21;182;231;307;957;97;1620;558;2001;1616;99;201;0;2423;1991;0;0;2012;5;2113;1649;0.10;0.00;1.00;-0.03;0.00;0.04;-0.00;-0.10;-1.55
447;1541;1646;2098;1877;1512;854;565;0;13;23;4;161;229;308;972;84;1617;558;1994;1617;98;217;7;2431;1985;10;0;2014;0;2117;1655;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
447;1540;1649;2098;1877;1512;854;565;0;13;23;4;161;229;308;972;84;1617;558;1994;1617;98;217;7;2431;1985;10;0;2014;0;2117;1655;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
447;1540;1649;2098;1877;1512;854;565;0;13;23;4;161;229;308;972;84;1617;558;1994;1617;98;217;7;2431;1985;10;0;2014;0;2117;1655;0.10;0.00;1.01;-0.02;-0.01;0.03;-0.00;-0.10;-1.55
447;1540;1649;2098;1877;1512;854;565;0;13;23;4;161;229;308;972;84;1617;558;1994;1617;98;217;7;2426;1997;10;0;2014;0;2117;1655;0.10;0.00;1.01;-0.02;-0.01;0.07;-0.00;-0.10;-1.55
456;1530;1655;2100;1886;1493;854;562;0;0;26;3;167;225;301;970;80;1630;553;2002;1616;103;204;0;2422;1997;0;0;1997;0;2116;1646;0.10;0.00;1.01;-0.04;0.04;0.07;-0.00;-0.10;-1.55
456;1530;1655;2100;1886;1493;854;562;0;0;26;3;167;225;301;970;80;1630;553;2002;1616;103;204;0;2422;1997;0;0;1997;0;2116;1646;0.10;0.00;1.01;-0.04;0.04;0.07;-0.00;-0.10;-1.55
439;1526;1666;2107;1877;1501;856;554;0;0;18;3;164;231;303;961;75;1636;558;1996;1596;100;206;11;2429;1982;0;0;1997;0;2102;1637;0.10;-0.00;1.01;-0.03;0.01;0.04;-0.00;-0.10;-1.55
444;1529;1658;2099;1899;1492;870;561;0;0;18;2;177;225;314;963;84;1628;559;2009;1605;96;218;0;2439;1993;0;4;1979;0;2115;1642;0.10;-0.00;1.01;-0.03;0.01;0.04;-0.00;-0.10;-1.55
444;1529;1658;2099;1899;1492;870;561;0;0;18;2;177;225;314;963;84;1628;559;2009;1605;96;218;0;2439;1993;0;4;1979;0;2115;1642;0.10;-0.00;1.01;-0.03;0.01;0.04;-0.00;-0.10;-1.55
443;1533;1661;2102;1891;1495;870;565;1;0;13;0;170;225;309;976;91;1625;554;2002;1621;79;198;0;2415;1991;0;0;1983;0;2114;1645;0.10;0.00;1.01;-0.03;0.00;0.05;-0.00;-0.10;-1.54
443;1533;1661;2102;1891;1495;870;565;1;0;13;0;170;225;309;976;91;1625;554;2002;1621;79;198;0;2415;1991;0;0;1983;0;2114;1645;0.10;0.00;1.01;-0.03;0.00;0.05;-0.00;-0.10;-1.54
443;1551;1665;2102;1885;1500;888;569;0;9;13;0;169;224;309;981;82;1620;562;2004;1609;78;181;11;2432;2004;0;0;1993;6;2119;1638;0.10;-0.00;1.00;-0.03;0.03;0.07;-0.00;-0.10;-1.54
443;1551;1665;2102;1885;1500;888;569;0;9;13;0;169;224;309;981;82;1620;562;2004;1609;78;181;11;2432;2004;0;0;1993;6;2119;1638;0.10;-0.00;1.00;-0.03;0.03;0.07;-0.00;-0.10;-1.54
463;1540;1660;2120;1892;1511;914;569;0;0;0;0;173;237;307;966;80;1620;550;1995;1602;73;169;0;2446;2017;2;12;2022;0;2121;1647;0.10;-0.00;1.01;-0.02;0.00;0.03;-0.00;-0.10;-1.54
